label,node_id
16,434
31,435
36,436
24,437
25,438
16,439
4,440
27,441
24,442
16,443
24,444
26,445
37,446
24,447
24,448
16,449
30,450
16,451
16,452
24,453
2,454
24,455
16,456
24,457
24,458
28,459
38,460
27,461
16,462
30,463
3,464
27,465
16,466
16,467
24,468
16,469
30,470
16,471
6,472
32,473
30,474
31,475
27,476
23,477
24,478
1,479
24,480
16,481
16,482
20,483
6,484
4,485
24,486
16,487
30,488
31,489
16,490
30,491
16,492
10,493
30,494
16,495
24,496
24,497
16,498
24,499
16,500
30,501
16,502
4,503
8,504
6,505
3,506
8,507
30,508
24,509
16,510
16,511
4,512
30,513
16,514
27,515
16,516
24,517
16,518
4,519
6,520
16,521
28,522
37,523
24,524
16,525
30,526
24,527
4,528
31,529
7,530
31,531
8,532
6,533
24,534
26,535
34,536
16,537
30,538
30,539
30,540
24,541
9,542
33,543
30,544
15,545
24,546
16,547
24,548
24,549
24,550
24,551
30,552
16,553
28,554
16,555
16,556
5,557
24,558
10,559
23,560
24,561
24,562
10,563
16,564
30,565
27,566
30,567
25,568
16,569
22,570
16,571
24,572
24,573
25,574
36,575
16,576
24,577
24,578
27,579
27,580
27,581
16,582
9,583
24,584
16,585
24,586
24,587
30,588
3,589
16,590
24,591
27,592
16,593
16,594
30,595
16,596
4,597
16,598
16,599
37,600
4,601
33,602
16,603
24,604
24,605
24,606
10,607
8,608
16,609
16,610
27,611
28,612
27,613
22,614
24,615
22,616
8,617
24,618
24,619
24,620
24,621
30,622
23,623
24,624
16,625
4,626
16,627
25,628
24,629
30,630
16,631
16,632
16,633
34,634
24,635
16,636
3,637
24,638
9,639
16,640
1,641
16,642
16,643
4,644
10,645
16,646
13,647
15,648
16,649
34,650
24,651
23,652
16,653
36,654
24,655
27,656
27,657
6,658
5,659
34,660
11,661
4,662
24,663
24,664
5,665
16,666
16,667
28,668
13,669
16,670
30,671
23,672
8,673
30,674
24,675
4,676
23,677
17,678
23,679
16,680
16,681
16,682
24,683
27,684
30,685
10,686
30,687
27,688
16,689
24,690
16,691
16,692
37,693
4,694
24,695
24,696
16,697
3,698
27,699
4,700
10,701
24,702
10,703
10,704
16,705
24,706
22,707
24,708
30,709
28,710
30,711
16,712
30,713
30,714
34,715
10,716
16,717
24,718
34,719
16,720
24,721
27,722
16,723
24,724
30,725
16,726
28,727
24,728
30,729
16,730
4,731
16,732
25,733
16,734
16,735
28,736
24,737
30,738
24,739
16,740
24,741
30,742
24,743
4,744
16,745
16,746
24,747
6,748
5,749
16,750
16,751
3,752
16,753
16,754
30,755
24,756
24,757
27,758
16,759
16,760
3,761
24,762
23,763
16,764
28,765
16,766
27,767
4,768
30,769
37,770
24,771
15,772
24,773
24,774
18,775
30,776
27,777
30,778
24,779
24,780
16,781
27,782
16,783
16,784
24,785
16,786
30,787
23,788
16,789
24,790
30,791
16,792
31,793
16,794
16,795
5,796
22,797
23,798
22,799
26,800
16,801
24,802
24,803
24,804
24,805
4,806
24,807
34,808
31,809
23,810
27,811
30,812
28,813
28,814
26,815
16,816
24,817
16,818
30,819
24,820
24,821
6,822
16,823
30,824
16,825
5,826
16,827
16,828
16,829
16,830
16,831
30,832
24,833
15,834
23,835
2,836
30,837
16,838
24,839
10,840
30,841
28,842
26,843
10,844
10,845
3,846
24,847
16,848
6,849
23,850
34,851
23,852
5,853
28,854
22,855
16,856
4,857
3,858
28,859
8,860
16,861
24,862
16,863
28,864
5,865
10,866
16,867
24,868
4,869
30,870
16,871
34,872
30,873
30,874
30,875
26,876
7,877
7,878
24,879
16,880
25,881
5,882
16,883
24,884
24,885
37,886
24,887
24,888
16,889
24,890
16,891
16,892
18,893
30,894
27,895
16,896
35,897
2,898
16,899
30,900
24,901
16,902
30,903
16,904
26,905
30,906
24,907
30,908
16,909
16,910
16,911
30,912
28,913
16,914
24,915
16,916
30,917
27,918
13,919
2,920
24,921
1,922
23,923
16,924
24,925
16,926
16,927
27,928
24,929
4,930
24,931
10,932
6,933
16,934
16,935
24,936
27,937
16,938
16,939
6,940
16,941
23,942
16,943
24,944
15,945
25,946
3,947
16,948
10,949
30,950
34,951
3,952
24,953
27,954
36,955
4,956
24,957
24,958
30,959
1,960
24,961
16,962
6,963
8,964
30,965
37,966
4,967
24,968
30,969
4,970
31,971
24,972
5,973
6,974
5,975
24,976
30,977
10,978
3,979
16,980
30,981
16,982
4,983
16,984
30,985
24,986
16,987
30,988
10,989
8,990
16,991
31,992
4,993
5,994
16,995
16,996
24,997
4,998
36,999
6,1000
16,1001
27,1002
16,1003
24,1004
24,1005
24,1006
33,1007
24,1008
24,1009
26,1010
10,1011
30,1012
24,1013
10,1014
8,1015
23,1016
24,1017
24,1018
6,1019
16,1020
8,1021
24,1022
16,1023
16,1024
37,1025
24,1026
16,1027
33,1028
16,1029
30,1030
28,1031
5,1032
13,1033
16,1034
30,1035
24,1036
24,1037
16,1038
16,1039
16,1040
16,1041
31,1042
30,1043
27,1044
24,1045
28,1046
16,1047
27,1048
27,1049
24,1050
24,1051
24,1052
16,1053
20,1054
30,1055
28,1056
27,1057
8,1058
24,1059
16,1060
27,1061
3,1062
16,1063
24,1064
36,1065
3,1066
26,1067
27,1068
31,1069
16,1070
23,1071
24,1072
2,1073
13,1074
10,1075
16,1076
27,1077
30,1078
6,1079
24,1080
37,1081
16,1082
27,1083
16,1084
10,1085
16,1086
30,1087
30,1088
10,1089
26,1090
10,1091
30,1092
16,1093
30,1094
24,1095
27,1096
34,1097
16,1098
16,1099
29,1100
27,1101
16,1102
28,1103
16,1104
16,1105
27,1106
16,1107
24,1108
24,1109
27,1110
4,1111
24,1112
31,1113
27,1114
25,1115
26,1116
27,1117
16,1118
16,1119
24,1120
26,1121
30,1122
30,1123
16,1124
24,1125
31,1126
16,1127
16,1128
24,1129
27,1130
4,1131
4,1132
3,1133
8,1134
4,1135
24,1136
16,1137
2,1138
24,1139
16,1140
27,1141
16,1142
16,1143
16,1144
16,1145
3,1146
34,1147
25,1148
27,1149
8,1150
16,1151
24,1152
4,1153
22,1154
5,1155
31,1156
24,1157
24,1158
13,1159
16,1160
27,1161
16,1162
24,1163
6,1164
26,1165
24,1166
2,1167
30,1168
24,1169
24,1170
24,1171
16,1172
16,1173
16,1174
30,1175
16,1176
27,1177
9,1178
16,1179
28,1180
31,1181
16,1182
10,1183
16,1184
30,1185
25,1186
23,1187
30,1188
28,1189
23,1190
16,1191
30,1192
24,1193
4,1194
13,1195
31,1196
30,1197
16,1198
30,1199
30,1200
30,1201
16,1202
33,1203
24,1204
31,1205
24,1206
10,1207
26,1208
16,1209
36,1210
24,1211
8,1212
4,1213
28,1214
5,1215
24,1216
16,1217
27,1218
30,1219
24,1220
30,1221
30,1222
16,1223
31,1224
16,1225
16,1226
24,1227
16,1228
10,1229
28,1230
16,1231
24,1232
8,1233
24,1234
30,1235
3,1236
10,1237
38,1238
23,1239
8,1240
34,1241
16,1242
16,1243
6,1244
17,1245
24,1246
34,1247
16,1248
24,1249
16,1250
16,1251
24,1252
24,1253
3,1254
13,1255
30,1256
16,1257
16,1258
16,1259
37,1260
24,1261
16,1262
25,1263
16,1264
16,1265
8,1266
27,1267
16,1268
27,1269
15,1270
24,1271
16,1272
16,1273
30,1274
24,1275
24,1276
16,1277
16,1278
24,1279
23,1280
27,1281
31,1282
25,1283
37,1284
27,1285
27,1286
6,1287
30,1288
2,1289
15,1290
24,1291
27,1292
34,1293
1,1294
15,1295
16,1296
16,1297
16,1298
2,1299
30,1300
27,1301
30,1302
6,1303
2,1304
16,1305
16,1306
28,1307
16,1308
34,1309
30,1310
24,1311
30,1312
27,1313
4,1314
10,1315
16,1316
10,1317
24,1318
9,1319
8,1320
16,1321
23,1322
27,1323
31,1324
8,1325
24,1326
16,1327
16,1328
25,1329
16,1330
8,1331
8,1332
16,1333
24,1334
8,1335
4,1336
16,1337
30,1338
24,1339
24,1340
16,1341
24,1342
6,1343
27,1344
24,1345
30,1346
4,1347
3,1348
4,1349
30,1350
24,1351
16,1352
24,1353
14,1354
16,1355
27,1356
24,1357
3,1358
24,1359
39,1360
30,1361
10,1362
24,1363
30,1364
16,1365
34,1366
25,1367
16,1368
30,1369
28,1370
16,1371
27,1372
16,1373
16,1374
15,1375
16,1376
6,1377
6,1378
24,1379
27,1380
5,1381
22,1382
3,1383
16,1384
24,1385
16,1386
16,1387
16,1388
22,1389
24,1390
16,1391
4,1392
16,1393
30,1394
36,1395
4,1396
10,1397
16,1398
24,1399
28,1400
28,1401
24,1402
31,1403
24,1404
8,1405
28,1406
24,1407
31,1408
4,1409
16,1410
26,1411
7,1412
30,1413
30,1414
16,1415
34,1416
10,1417
3,1418
16,1419
18,1420
24,1421
24,1422
25,1423
31,1424
3,1425
10,1426
30,1427
24,1428
27,1429
16,1430
23,1431
16,1432
36,1433
28,1434
30,1435
27,1436
24,1437
6,1438
28,1439
27,1440
26,1441
16,1442
24,1443
24,1444
34,1445
24,1446
20,1447
10,1448
30,1449
23,1450
24,1451
24,1452
15,1453
24,1454
6,1455
6,1456
16,1457
24,1458
24,1459
4,1460
6,1461
24,1462
24,1463
16,1464
16,1465
24,1466
6,1467
16,1468
16,1469
26,1470
11,1471
16,1472
27,1473
3,1474
27,1475
24,1476
23,1477
15,1478
27,1479
16,1480
24,1481
39,1482
24,1483
34,1484
28,1485
5,1486
24,1487
24,1488
11,1489
27,1490
27,1491
4,1492
16,1493
5,1494
16,1495
16,1496
16,1497
16,1498
27,1499
30,1500
24,1501
24,1502
16,1503
4,1504
16,1505
16,1506
4,1507
8,1508
24,1509
16,1510
24,1511
28,1512
25,1513
16,1514
24,1515
26,1516
27,1517
24,1518
24,1519
16,1520
16,1521
8,1522
5,1523
28,1524
24,1525
24,1526
16,1527
8,1528
16,1529
30,1530
30,1531
30,1532
4,1533
27,1534
16,1535
16,1536
24,1537
5,1538
16,1539
3,1540
24,1541
24,1542
5,1543
27,1544
24,1545
31,1546
24,1547
16,1548
16,1549
27,1550
24,1551
10,1552
3,1553
10,1554
16,1555
30,1556
37,1557
18,1558
16,1559
27,1560
4,1561
30,1562
24,1563
16,1564
6,1565
24,1566
10,1567
27,1568
30,1569
27,1570
22,1571
24,1572
10,1573
30,1574
24,1575
16,1576
34,1577
24,1578
16,1579
16,1580
13,1581
10,1582
16,1583
16,1584
30,1585
27,1586
26,1587
36,1588
33,1589
24,1590
24,1591
25,1592
24,1593
16,1594
5,1595
16,1596
13,1597
16,1598
24,1599
30,1600
27,1601
3,1602
27,1603
23,1604
28,1605
9,1606
16,1607
16,1608
30,1609
24,1610
27,1611
27,1612
30,1613
16,1614
24,1615
30,1616
16,1617
16,1618
30,1619
24,1620
4,1621
4,1622
8,1623
16,1624
24,1625
10,1626
6,1627
2,1628
30,1629
16,1630
16,1631
16,1632
24,1633
16,1634
24,1635
28,1636
24,1637
28,1638
16,1639
16,1640
4,1641
8,1642
24,1643
8,1644
16,1645
8,1646
34,1647
16,1648
30,1649
24,1650
16,1651
24,1652
5,1653
4,1654
16,1655
17,1656
16,1657
28,1658
16,1659
24,1660
23,1661
25,1662
30,1663
34,1664
8,1665
16,1666
27,1667
24,1668
6,1669
22,1670
16,1671
4,1672
16,1673
10,1674
24,1675
18,1676
23,1677
30,1678
24,1679
24,1680
16,1681
10,1682
25,1683
24,1684
16,1685
16,1686
4,1687
24,1688
24,1689
24,1690
16,1691
24,1692
24,1693
16,1694
16,1695
24,1696
10,1697
7,1698
31,1699
16,1700
30,1701
10,1702
5,1703
24,1704
5,1705
24,1706
16,1707
10,1708
16,1709
27,1710
3,1711
27,1712
30,1713
3,1714
27,1715
16,1716
3,1717
24,1718
30,1719
2,1720
23,1721
30,1722
16,1723
30,1724
6,1725
27,1726
23,1727
24,1728
16,1729
27,1730
24,1731
16,1732
27,1733
1,1734
16,1735
26,1736
34,1737
23,1738
16,1739
16,1740
27,1741
22,1742
30,1743
24,1744
23,1745
4,1746
30,1747
16,1748
36,1749
16,1750
28,1751
27,1752
24,1753
16,1754
10,1755
3,1756
16,1757
23,1758
20,1759
33,1760
6,1761
8,1762
24,1763
30,1764
16,1765
34,1766
24,1767
24,1768
10,1769
16,1770
30,1771
27,1772
30,1773
10,1774
5,1775
24,1776
16,1777
24,1778
16,1779
22,1780
16,1781
24,1782
30,1783
34,1784
16,1785
30,1786
34,1787
24,1788
5,1789
33,1790
13,1791
10,1792
6,1793
30,1794
10,1795
5,1796
28,1797
23,1798
3,1799
27,1800
13,1801
16,1802
30,1803
10,1804
16,1805
6,1806
24,1807
27,1808
30,1809
10,1810
8,1811
30,1812
31,1813
22,1814
16,1815
16,1816
16,1817
23,1818
27,1819
24,1820
4,1821
16,1822
6,1823
16,1824
27,1825
24,1826
37,1827
16,1828
6,1829
27,1830
4,1831
10,1832
16,1833
10,1834
16,1835
10,1836
31,1837
4,1838
2,1839
34,1840
6,1841
16,1842
16,1843
4,1844
13,1845
27,1846
24,1847
30,1848
5,1849
13,1850
16,1851
16,1852
16,1853
16,1854
24,1855
30,1856
39,1857
16,1858
31,1859
30,1860
4,1861
20,1862
7,1863
30,1864
24,1865
28,1866
15,1867
24,1868
16,1869
5,1870
16,1871
22,1872
27,1873
27,1874
10,1875
24,1876
16,1877
24,1878
16,1879
30,1880
24,1881
24,1882
6,1883
16,1884
10,1885
16,1886
16,1887
13,1888
24,1889
27,1890
30,1891
30,1892
24,1893
26,1894
34,1895
6,1896
16,1897
24,1898
16,1899
26,1900
28,1901
16,1902
10,1903
16,1904
31,1905
24,1906
30,1907
24,1908
27,1909
25,1910
10,1911
10,1912
27,1913
24,1914
16,1915
6,1916
13,1917
24,1918
24,1919
30,1920
26,1921
30,1922
31,1923
27,1924
30,1925
38,1926
24,1927
30,1928
31,1929
1,1930
16,1931
25,1932
38,1933
34,1934
16,1935
25,1936
33,1937
28,1938
27,1939
4,1940
34,1941
24,1942
24,1943
16,1944
30,1945
16,1946
16,1947
3,1948
4,1949
27,1950
15,1951
30,1952
4,1953
28,1954
24,1955
16,1956
16,1957
16,1958
27,1959
16,1960
2,1961
8,1962
36,1963
30,1964
30,1965
16,1966
24,1967
24,1968
24,1969
34,1970
28,1971
34,1972
24,1973
7,1974
6,1975
4,1976
24,1977
30,1978
16,1979
30,1980
16,1981
28,1982
16,1983
16,1984
34,1985
16,1986
24,1987
24,1988
16,1989
6,1990
24,1991
24,1992
16,1993
24,1994
16,1995
4,1996
27,1997
30,1998
20,1999
24,2000
2,2001
30,2002
16,2003
24,2004
16,2005
24,2006
33,2007
30,2008
27,2009
25,2010
24,2011
31,2012
16,2013
16,2014
10,2015
16,2016
16,2017
16,2018
24,2019
16,2020
16,2021
30,2022
24,2023
24,2024
16,2025
3,2026
24,2027
30,2028
6,2029
30,2030
34,2031
6,2032
27,2033
24,2034
27,2035
10,2036
24,2037
16,2038
16,2039
5,2040
24,2041
16,2042
16,2043
34,2044
24,2045
27,2046
30,2047
27,2048
30,2049
24,2050
24,2051
30,2052
8,2053
16,2054
16,2055
30,2056
16,2057
27,2058
3,2059
13,2060
13,2061
4,2062
23,2063
16,2064
15,2065
30,2066
16,2067
16,2068
37,2069
24,2070
23,2071
4,2072
30,2073
16,2074
24,2075
24,2076
4,2077
30,2078
8,2079
10,2080
16,2081
5,2082
24,2083
24,2084
24,2085
10,2086
24,2087
9,2088
24,2089
30,2090
27,2091
23,2092
16,2093
23,2094
16,2095
30,2096
31,2097
24,2098
16,2099
16,2100
3,2101
24,2102
24,2103
15,2104
16,2105
30,2106
37,2107
3,2108
11,2109
27,2110
31,2111
4,2112
30,2113
4,2114
8,2115
30,2116
16,2117
24,2118
38,2119
16,2120
24,2121
16,2122
31,2123
30,2124
24,2125
7,2126
16,2127
36,2128
30,2129
24,2130
16,2131
10,2132
36,2133
25,2134
28,2135
26,2136
1,2137
24,2138
27,2139
16,2140
10,2141
16,2142
24,2143
4,2144
6,2145
16,2146
30,2147
30,2148
28,2149
34,2150
16,2151
6,2152
36,2153
26,2154
30,2155
6,2156
30,2157
16,2158
16,2159
16,2160
28,2161
25,2162
13,2163
24,2164
10,2165
26,2166
10,2167
16,2168
24,2169
31,2170
16,2171
22,2172
11,2173
16,2174
20,2175
24,2176
6,2177
31,2178
24,2179
24,2180
6,2181
31,2182
30,2183
30,2184
24,2185
3,2186
13,2187
24,2188
10,2189
30,2190
24,2191
4,2192
24,2193
34,2194
24,2195
16,2196
2,2197
23,2198
34,2199
24,2200
31,2201
30,2202
24,2203
27,2204
24,2205
31,2206
24,2207
24,2208
24,2209
24,2210
24,2211
16,2212
27,2213
24,2214
16,2215
30,2216
24,2217
4,2218
16,2219
24,2220
36,2221
16,2222
6,2223
30,2224
28,2225
27,2226
16,2227
24,2228
31,2229
30,2230
16,2231
31,2232
16,2233
23,2234
24,2235
30,2236
16,2237
24,2238
24,2239
31,2240
24,2241
30,2242
16,2243
24,2244
16,2245
27,2246
16,2247
16,2248
27,2249
22,2250
28,2251
16,2252
24,2253
24,2254
2,2255
16,2256
28,2257
16,2258
16,2259
4,2260
24,2261
31,2262
36,2263
24,2264
24,2265
24,2266
24,2267
24,2268
34,2269
27,2270
4,2271
10,2272
37,2273
16,2274
16,2275
30,2276
6,2277
5,2278
16,2279
16,2280
28,2281
30,2282
16,2283
24,2284
16,2285
30,2286
6,2287
27,2288
14,2289
32,2290
24,2291
23,2292
4,2293
30,2294
6,2295
2,2296
27,2297
7,2298
15,2299
4,2300
30,2301
16,2302
30,2303
30,2304
16,2305
27,2306
24,2307
16,2308
26,2309
16,2310
30,2311
16,2312
16,2313
11,2314
16,2315
16,2316
16,2317
25,2318
16,2319
30,2320
28,2321
24,2322
23,2323
28,2324
28,2325
31,2326
16,2327
4,2328
36,2329
16,2330
16,2331
30,2332
24,2333
23,2334
24,2335
24,2336
8,2337
24,2338
28,2339
16,2340
31,2341
36,2342
24,2343
27,2344
27,2345
28,2346
16,2347
10,2348
6,2349
30,2350
38,2351
30,2352
16,2353
24,2354
4,2355
31,2356
31,2357
24,2358
16,2359
16,2360
16,2361
23,2362
16,2363
10,2364
23,2365
30,2366
16,2367
10,2368
24,2369
5,2370
36,2371
6,2372
16,2373
16,2374
27,2375
30,2376
3,2377
4,2378
16,2379
34,2380
16,2381
8,2382
16,2383
5,2384
30,2385
3,2386
24,2387
26,2388
16,2389
24,2390
24,2391
30,2392
10,2393
16,2394
23,2395
30,2396
22,2397
27,2398
30,2399
24,2400
16,2401
16,2402
16,2403
27,2404
24,2405
31,2406
30,2407
24,2408
16,2409
24,2410
30,2411
27,2412
4,2413
8,2414
5,2415
16,2416
20,2417
34,2418
30,2419
9,2420
13,2421
28,2422
24,2423
30,2424
16,2425
16,2426
16,2427
16,2428
6,2429
16,2430
24,2431
16,2432
24,2433
16,2434
24,2435
16,2436
24,2437
23,2438
24,2439
23,2440
16,2441
17,2442
30,2443
30,2444
16,2445
6,2446
30,2447
28,2448
30,2449
16,2450
24,2451
6,2452
24,2453
30,2454
16,2455
30,2456
6,2457
16,2458
30,2459
30,2460
24,2461
16,2462
16,2463
23,2464
34,2465
16,2466
16,2467
16,2468
22,2469
31,2470
16,2471
24,2472
8,2473
27,2474
16,2475
30,2476
24,2477
25,2478
27,2479
16,2480
24,2481
28,2482
11,2483
5,2484
4,2485
36,2486
25,2487
16,2488
30,2489
24,2490
30,2491
30,2492
5,2493
30,2494
16,2495
24,2496
30,2497
27,2498
30,2499
16,2500
25,2501
16,2502
30,2503
8,2504
16,2505
27,2506
24,2507
16,2508
16,2509
3,2510
30,2511
16,2512
24,2513
16,2514
16,2515
16,2516
4,2517
16,2518
27,2519
16,2520
31,2521
16,2522
26,2523
24,2524
27,2525
16,2526
10,2527
27,2528
27,2529
15,2530
16,2531
28,2532
30,2533
16,2534
16,2535
24,2536
30,2537
31,2538
34,2539
30,2540
24,2541
10,2542
16,2543
30,2544
16,2545
24,2546
6,2547
8,2548
30,2549
24,2550
24,2551
16,2552
24,2553
16,2554
4,2555
27,2556
28,2557
24,2558
30,2559
24,2560
5,2561
28,2562
24,2563
2,2564
16,2565
39,2566
31,2567
16,2568
23,2569
16,2570
24,2571
16,2572
24,2573
27,2574
27,2575
24,2576
25,2577
31,2578
22,2579
34,2580
11,2581
30,2582
4,2583
16,2584
4,2585
16,2586
24,2587
16,2588
24,2589
24,2590
30,2591
21,2592
30,2593
27,2594
24,2595
23,2596
27,2597
27,2598
15,2599
16,2600
24,2601
24,2602
24,2603
13,2604
16,2605
4,2606
10,2607
23,2608
30,2609
24,2610
16,2611
16,2612
30,2613
16,2614
24,2615
30,2616
24,2617
30,2618
24,2619
30,2620
16,2621
8,2622
38,2623
24,2624
30,2625
3,2626
16,2627
4,2628
27,2629
6,2630
16,2631
34,2632
11,2633
27,2634
3,2635
3,2636
25,2637
24,2638
16,2639
16,2640
8,2641
24,2642
5,2643
30,2644
6,2645
23,2646
36,2647
24,2648
24,2649
23,2650
30,2651
24,2652
16,2653
10,2654
16,2655
34,2656
4,2657
24,2658
24,2659
16,2660
28,2661
30,2662
16,2663
24,2664
27,2665
30,2666
24,2667
30,2668
16,2669
16,2670
24,2671
37,2672
16,2673
30,2674
16,2675
23,2676
24,2677
3,2678
16,2679
16,2680
24,2681
6,2682
16,2683
16,2684
26,2685
27,2686
30,2687
5,2688
34,2689
16,2690
10,2691
16,2692
2,2693
24,2694
26,2695
24,2696
10,2697
5,2698
10,2699
24,2700
18,2701
24,2702
24,2703
24,2704
24,2705
27,2706
16,2707
30,2708
16,2709
30,2710
8,2711
8,2712
14,2713
30,2714
28,2715
16,2716
16,2717
24,2718
4,2719
30,2720
24,2721
23,2722
16,2723
16,2724
10,2725
24,2726
26,2727
23,2728
4,2729
23,2730
16,2731
16,2732
2,2733
24,2734
30,2735
16,2736
16,2737
24,2738
16,2739
24,2740
24,2741
16,2742
5,2743
16,2744
30,2745
30,2746
30,2747
33,2748
27,2749
24,2750
24,2751
16,2752
30,2753
30,2754
16,2755
25,2756
24,2757
8,2758
16,2759
16,2760
24,2761
16,2762
27,2763
4,2764
30,2765
16,2766
24,2767
24,2768
6,2769
16,2770
24,2771
24,2772
7,2773
28,2774
16,2775
24,2776
16,2777
24,2778
16,2779
24,2780
24,2781
30,2782
25,2783
30,2784
27,2785
31,2786
16,2787
30,2788
16,2789
26,2790
10,2791
6,2792
10,2793
10,2794
10,2795
16,2796
16,2797
24,2798
13,2799
5,2800
28,2801
8,2802
7,2803
16,2804
4,2805
23,2806
27,2807
22,2808
25,2809
16,2810
10,2811
16,2812
28,2813
34,2814
30,2815
28,2816
16,2817
31,2818
30,2819
24,2820
24,2821
25,2822
16,2823
10,2824
31,2825
16,2826
27,2827
3,2828
16,2829
24,2830
16,2831
24,2832
37,2833
24,2834
16,2835
30,2836
33,2837
30,2838
16,2839
30,2840
16,2841
24,2842
9,2843
26,2844
24,2845
16,2846
30,2847
6,2848
39,2849
34,2850
27,2851
28,2852
18,2853
30,2854
24,2855
22,2856
24,2857
30,2858
16,2859
16,2860
16,2861
24,2862
6,2863
16,2864
30,2865
20,2866
34,2867
16,2868
27,2869
8,2870
27,2871
16,2872
16,2873
16,2874
30,2875
8,2876
16,2877
24,2878
27,2879
24,2880
28,2881
5,2882
16,2883
18,2884
28,2885
26,2886
13,2887
31,2888
27,2889
24,2890
24,2891
16,2892
30,2893
2,2894
28,2895
30,2896
36,2897
28,2898
4,2899
2,2900
30,2901
24,2902
27,2903
16,2904
5,2905
16,2906
3,2907
27,2908
16,2909
27,2910
24,2911
23,2912
30,2913
3,2914
30,2915
10,2916
24,2917
16,2918
34,2919
30,2920
30,2921
16,2922
37,2923
30,2924
16,2925
2,2926
31,2927
23,2928
30,2929
30,2930
30,2931
24,2932
24,2933
24,2934
4,2935
9,2936
16,2937
27,2938
16,2939
27,2940
24,2941
16,2942
24,2943
25,2944
4,2945
27,2946
24,2947
28,2948
30,2949
27,2950
24,2951
2,2952
16,2953
8,2954
24,2955
4,2956
16,2957
30,2958
18,2959
24,2960
24,2961
24,2962
27,2963
10,2964
24,2965
27,2966
6,2967
16,2968
16,2969
7,2970
24,2971
16,2972
11,2973
4,2974
6,2975
11,2976
28,2977
13,2978
9,2979
30,2980
24,2981
24,2982
16,2983
23,2984
9,2985
24,2986
30,2987
30,2988
8,2989
36,2990
16,2991
34,2992
8,2993
31,2994
30,2995
4,2996
